"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QIP";"QPV";"DIPP";"DFPP";"QPP";"DFCP";"CC"
"280";"21001014031P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";2;13;0,153846153846154;1,25;1,5;0,875;0,514423076923077
"281";"21001014032P9";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";3;38;0,0789473684210526;1,63414634146341;1,48780487804878;1,0650406504065;0,571994009413778
"282";"21001014033P5";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";4;11;0,363636363636364;2,7;2;1,5;0,931818181818182
"283";"21001014034P1";"MEDICINA I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";3;20;0,15;1,66666666666667;1,8;0,933333333333333;0,541666666666667
"284";"21001014075P0";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";2;2;1;1,61538461538462;1,53846153846154;1,06153846153846;1,03076923076923
"285";"21001014076P6";"MEDICINA III";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";2;6;0,333333333333333;1,46153846153846;1,30769230769231;1,14102564102564;0,737179487179487
"286";"21001014077P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";1;1;1;1,2;1;1,2;1,1
"287";"21001014078P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";1;1;1;1;2;0,5;0,75
"288";"21002010001P2";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;15;0,2;1,26666666666667;1,4;0,993333333333333;0,596666666666667
"289";"21002010070P4";"QUÍMICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";2;8;0,25;1,38461538461538;1,46153846153846;1,12179487179487;0,685897435897436
